4258,does anyone know of a way to watch @mention announcement @mention #sxsw?,0,['sxsw'],[],False,"['doe', 'anyone', 'know', 'way', 'watch', 'announcement']"
4259,Does anyone know the name of the tv experience sharing iphone app mentioned at &quot;the last broadcast&quot; panel? #sxsw thanks!,0,['sxsw'],[],False,"['doe', 'anyone', 'know', 'name', 'tv', 'experience', 'sharing', 'iphone', 'app', 'mentioned', 'last', 'broadcast', 'panel', 'thanks']"
4260,Best iphone mobile readable #SXSW interactive and film schedule site is...?,0,['sxsw'],[],True,"['best', 'iphone', 'mobile', 'readable', 'interactive', 'film', 'schedule', 'site']"
4261,I asked one of the booth people if #apple paid every single booth here to show their product on iPad2s. She said no. #idontbelieve #sxsw,-1,"['apple', 'idontbelieve', 'sxsw']",[],False,"['asked', 'one', 'booth', 'people', 'paid', 'every', 'single', 'booth', 'show', 'product', 'ipad', 'said']"
4262,This is one of the least helpful sessions at #sxsw.  Leave this session &amp; read these iPad Design notes instead.  {link} #UXDes,1,"['sxsw', 'uxdes']",[],False,"['one', 'least', 'helpful', 'session', 'leave', 'session', 'read', 'ipad', 'design', 'note', 'instead', 'link']"
4263,This is one of the three best apps we've seen at #SXSW {link},1,['sxsw'],[],False,"['one', 'three', 'best', 'apps', 'weve', 'seen', 'link']"
4264,"Life Online Podcast w/ @mention @mention @mention on Android security, #SXSW, #DickBar, IE6, &amp; iPad 2 {link} #LolShow",0,"['sxsw', 'dickbar', 'lol', 'show']",[],False,"['life', 'online', 'podcast', 'w', 'android', 'security', 'ie', 'ipad', 'link']"
4265,iPad 2 line stretching around the block #sxsw,0,['sxsw'],[],False,"['ipad', 'line', 'stretching', 'around', 'block']"
4266,is EVERYONE that works at google this genius??!?  Seriously smart AND artistic. #SXSW,1,['sxsw'],[],True,"['everyone', 'work', 'google', 'genius', 'seriously', 'smart', 'artistic']"
4267,Turn iPhone to landscape on the @mention web app for details on the #SXSW cartridge contest!,0,['sxsw'],[],False,"['turn', 'iphone', 'landscape', 'web', 'app', 'detail', 'cartridge', 'contest']"
4268,Get in line! Things will probably get crazy at the temp #Apple store in a bit. {link} #sxsw,0,"['apple', 'sxsw']",[],False,"['get', 'line', 'thing', 'probably', 'get', 'crazy', 'temp', 'store', 'bit', 'link']"
4269,Your iPhone? ;-) RT @mention Can you find the one gadget NOT going in my bag for #SXSW?  {link},0,['sxsw'],[';-)'],False,['iphone']
4270,"Apple opened a pop-up store at #SXSW for the release of the iPad 2, and it was quite a scene. GEEK POWER! {link}",1,['sxsw'],[],False,"['apple', 'opened', 'popup', 'store', 'release', 'ipad', 'wa', 'quite', 'scene', 'geek', 'power', 'link']"
4271,apple opened a temp store at 6 &amp; congress for #sxsw. Dope,0,['sxsw'],[],False,"['apple', 'opened', 'temp', 'store', 'congress', 'dope']"
4272,People lined up around the block outside the temporary Apple Store set up downtown for #sxsw to buy iPads. #get_a_lyfe,0,"['sxsw', 'get_a_lyfe']",[],False,"['people', 'lined', 'around', 'block', 'outside', 'temporary', 'apple', 'store', 'set', 'downtown', 'buy', 'ipads']"
4273,@mention needs a driving buddy for 30 hours from #Albany to #SXSW -&gt; {link},0,"['albany', 'sxsw']",[],False,"['need', 'driving', 'buddy', 'hour', 'link']"
4274,"At the panel: &quot;Your mom has an ipad, designing for boomers&quot; #sxsw",0,['sxsw'],[],False,"['panel', 'mom', 'ha', 'ipad', 'designing', 'boomer']"
4275,"LinkedIn Nelson Medina HootSuite News: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android h... {link}",0,['sxsw'],[],True,"['linkedin', 'nelson', 'medina', 'hootsuite', 'news', 'hootsuite', 'mobile', 'update', 'iphone', 'blackberry', 'android', 'h', 'link']"
4276,It's a lonely job protecting the iPad 2 but someones gotta do it.  {link}  #sxsw,1,['sxsw'],[],False,"['lonely', 'job', 'protecting', 'ipad', 'someone', 'gotta', 'link']"
4277,FREE #iTunes #SXSW ... link takes you to @mention #iTunes store  {link},0,"['itunes', 'sxsw', 'itunes']",[],True,"['free', 'link', 'take', 'store', 'link']"
4278,iPad 2 Lines 1 and a half blocks at #sxsw popup store  {link},0,['sxsw'],[],False,"['ipad', 'line', 'half', 'block', 'popup', 'store', 'link']"
4279,Thewildernessdowntown.com Best of Show at SXSW. Google's Thomas Gayno:  &quot;it is like a choreography of browser windows&quot; #SXSW,1,['sxsw'],[],False,"['thewildernessdowntowncom', 'best', 'show', 'sxsw', 'googles', 'thomas', 'gayno', 'like', 'choreography', 'browser', 'window']"
4280,"the internet blurs, {link} the iPad fades, {link}     @mention at #SXSW",-1,['sxsw'],[],False,"['internet', 'blur', 'link', 'ipad', 'fade', 'link']"
4281,Google's new &quot;route-around&quot; feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW,1,['sxsw'],[],False,"['googles', 'new', 'routearound', 'feature', 'give', 'alternate', 'route', 'avoid', 'traffic', 'collectively', 'saving', 'driver', 'yr', 'day']"
4282,@mention New #UberSocial 4 #iPhone now in App Store includes UberGuide to #SXSW sponsored by #Mashable {link},0,"['ubersocial', 'iphone', 'sxsw', 'mashable']",[],False,"['new', 'app', 'store', 'includes', 'uberguide', 'sponsored', 'link']"
4283,@mention New iPad Apps For #SpeechTherapy And Communication Are Showcased At The #SXSW Conference {link} #iear #edchat #asd,0,"['speech', 'therapy', 'sxsw', 'iear', 'edchat']",[],False,"['new', 'ipad', 'apps', 'communication', 'showcased', 'conference', 'link']"
4284,@mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention #SXSW Conference {link} #sxswi #assistivetech,1,"['sxsw', 'sxswi', 'assistive', 'tech']",[],False,"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference', 'link']"
4285,@mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention The #SXSW Conference {link} #sxswi #sxswh #edapps,0,"['sxsw', 'sxswi', 'sxswh', 'ed', 'apps']",[],False,"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference', 'link']"
4286,@mention New iPad Apps For Speech Therapy And Communication Are Showcased At #SXSW Conference {link} #sxswi #hcsm #sxswh,0,"['xsw', 'sxswi', 'hcsm', 'sxswh']",[],False,"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference', 'link']"
4287,@mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #apraxia #sxswi #sped,0,"['sxsw', 'apraxia', 'sxswi', 'sped']",[],False,"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference', 'link']"
4288,@mention New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #augcomm #hcsm #mhealth,1,"['sxsw', 'augcomm', 'hcsm', 'health']",[],False,"['new', 'ipad', 'apps', 'speech', 'therapy', 'communication', 'showcased', 'conference', 'link']"
4289,I covet #New IPad. {link} #SXSW,1,"['new', 'sxsw']",[],False,"['covet', 'ipad', 'link']"
4290,Buying 2 new iPad's with @mention #geekdate #apple #sxsw #ipad2,1,"['geek', 'date', 'apple', 'sxsw', 'ipad2']",[],False,"['buying', 'new', 'ipads']"
4291,Google's new social network &quot;Circles&quot; being announced today?? #sxsw,0,['sxsw'],[],True,"['googles', 'new', 'social', 'network', 'circle', 'announced', 'today']"
4292,My fancy new Verizon 4g BB card keeps dropping.  AT&amp;T iPhone has been rock-steady at #SXSW.  #gofigure,0,"['sxsw', 'go', 'figure']",[],False,"['fancy', 'new', 'verizon', 'g', 'bb', 'card', 'keep', 'dropping', 'iphone', 'ha', 'rocksteady']"
4293,"Google's new version of Maps has already saved pp 2yrs in time spent locating places, since launch earlier this week. #SxSW",1,['sxsw'],[],False,"['googles', 'new', 'version', 'map', 'ha', 'already', 'saved', 'pp', 'yr', 'time', 'spent', 'locating', 'place', 'since', 'launch', 'earlier', 'week']"
4294,Get Your New WordPress Blog Indexed In 24 Hours [checklist] {link} #SXSW,0,['sxsw'],[],False,"['get', 'new', 'wordpress', 'blog', 'indexed', 'hour', 'checklist', 'link']"
4295,The only news at SXSWi was Apple's temporary iPad store? #sxsw #wth?,0,"['sxsw', 'wth']",[],False,"['news', 'sxswi', 'wa', 'apples', 'temporary', 'ipad', 'store']"
4296,@mention news from #sxsw lots of iPad bashing but everyone wants one. Even @mention consistent with theme,1,['sxsw'],[],False,"['news', 'lot', 'ipad', 'bashing', 'everyone', 'want', 'one', 'even', 'consistent', 'theme']"
4297,Wowwwwww next google maps is amazing! #sxsw,1,['sxsw'],[],False,"['wowwwwww', 'next', 'google', 'map', 'amazing']"
4298,This guy next to me is using his ipad 2 as a periscope. #sxsw,1,['sxsw'],[],False,"['guy', 'next', 'using', 'ipad', 'periscope']"
4299,"Note for next year: skinny tie, skinny jeans, wayfarers &amp; an iPad. Must have accessories for #sxsw",0,['sxsw'],[],False,"['note', 'next', 'year', 'skinny', 'tie', 'skinny', 'jean', 'wayfarer', 'ipad', 'must', 'accessory']"
4300,"money, money, money ....#Apple heads to #SXSW, sets up temporary store in Austin {link} via @mention",0,"['apple', 'sxsw']",[],True,"['money', 'money', 'money', 'head', 'set', 'temporary', 'store', 'austin', 'link', 'via']"
4301,"@mention NFC chips will be one of the big technology enablers of 2011. Nexus S already has it, and iPhone 5 probably will too. #sxsw",0,['sxsw'],[],False,"['nfc', 'chip', 'one', 'big', 'technology', 'enablers', 'nexus', 'already', 'ha', 'iphone', 'probably']"
4302,Sweet. Danfung Dennis will be demoing the immersive video rig and iPad platform used in To Hell and Back Again at our #SXSW party.,1,['sxsw'],[],False,"['sweet', 'danfung', 'dennis', 'demoing', 'immersive', 'video', 'rig', 'ipad', 'platform', 'used', 'hell', 'back', 'party']"
4303,"Interesting --&gt;&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,['sxsw'],[],False,['interesting']
4304,interesting &quot;@mention &quot;Google looks for technical solutions which why they're not great @mention community because its a human solution #SXSW  ,-1,['sxsw'],[],False,"['interesting', 'google', 'look', 'technical', 'solution', 'theyre', 'great', 'community', 'human', 'solution']"
4305,"Backpacking #SXSW today, we'll see what kind of conversations my Google Cr-48 brings.",0,['sxsw'],[],False,"['backpacking', 'today', 'well', 'see', 'kind', 'conversation', 'google', 'cr', 'brings']"
4306,Downloading #SXSW: Featured Artists - {link} #iTunes,0,"['sxsw', 'itunes']",[],False,"['downloading', 'featured', 'artist', 'link']"
4307,DownLoading #TheRocksReport and the new iPhone Software b4 we hit the road to #SxSW,0,"['rocks', 'report', 'sxsw']",[],False,"['downloading', 'new', 'iphone', 'software', 'b', 'hit', 'road']"
4308,At debating brands role as publishers #sxsw.  Enjoyed what I heard from the google doodle guys too.,1,['sxsw'],[],False,"['debating', 'brand', 'role', 'publisher', 'enjoyed', 'heard', 'google', 'doodle', 'guy']"
4309,Interesting debate on jcpenney tactics on site showing for irrelevant keywords on google/bing &amp; punishment #sxsw #ranking #searchengineland,0,"['sxsw', 'ranking', 'search', 'engine', 'land']",[],False,"['interesting', 'debate', 'jcpenney', 'tactic', 'site', 'showing', 'irrelevant', 'keywords', 'google', 'bing', 'punishment']"
4310,I'm looking forward to our panel tomorrow (5pm) at #SXSW: Left Brain Search = Google. Right Brain Search = X {link},1,['sxsw'],[],False,"['im', 'looking', 'forward', 'panel', 'tomorrow', 'pm', 'left', 'brain', 'search', 'google', 'right', 'brain', 'search', 'x', 'link']"
4311,"I'm looking forward to the #SMCDallas pre #SXSW party Wed., and hoping I'll win an #iPad resulting from my shameless promotion.  #ChevySMC",1,"['smc', 'dallas', 'sxsw', 'ipad', 'chevysmc']",[],False,"['im', 'looking', 'forward', 'pre', 'party', 'wed', 'hoping', 'ill', 'win', 'resulting', 'shameless', 'promotion']"
4312,My tweeting from #sxsw been pretty non existent today thanks to the @mention iPhone app #fail - Hootsuite is the epic replacement! #owllove,-1,"['sxsw', 'fail', 'owl', 'love']",[],False,"['tweeting', 'pretty', 'non', 'existent', 'today', 'thanks', 'iphone', 'app', 'hootsuite', 'epic', 'replacement']"
4313,Interesting Google Mobile Stats at #SXSW - 40% of all Google Maps users (150 million) come from #mobile {link},0,"['sxsw', 'mobile']",[],False,"['interesting', 'google', 'mobile', 'stats', 'google', 'map', 'user', 'million', 'come', 'link']"
4314,Z16: Saving Grace {link} [codes valid: 4:00-7:59:59p 03/12/11] #infektd #sxsw #zlf,0,"['fektd', 'sxsw', 'zlf']",[],False,"['z', 'saving', 'grace', 'link', 'code', 'valid', 'p']"
4315,Like seeing how @mention is applying technology to Art Project. #sxsw,0,['sxsw'],[],False,"['like', 'seeing', 'applying', 'technology', 'art', 'project']"
4316,Downloading innovative immersive history lesson &quot;Operation Ajax&quot; at #SXSW - take a look @mention (if got ipad),0,['sxsw'],[';O'],False,"['downloading', 'innovative', 'immersive', 'history', 'lesson', 'quoteration', 'ajax', 'take', 'look', 'got', 'ipad']"
4317,Child using ipad for first time. {link} #UXDes #SXSW,0,"['uxdes', 'sxsw']",[],False,"['child', 'using', 'ipad', 'first', 'time', 'link']"
4318,Interesting news    @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circles  ,0,"['sxsw', 'google', 'circles']",[],False,"['interesting', 'news', 'interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news', 'link']"
4319,"I'm missing out! Apple's even opened a temporary store in downtown Austin for it, says @mention Hope @mention got his passport? #SXSW",1,['sxsw'],[],False,"['im', 'missing', 'apples', 'even', 'opened', 'temporary', 'store', 'downtown', 'austin', 'say', 'hope', 'got', 'passport']"
4320,Interesting post re #seo RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link} ^SE,0,"['seo', 'sxsw']",[],False,"['interesting', 'post']"
4321,Interesting presentation on the building of #Netflix iphone App at #sxsw {link},1,"['netflix', 'sxsw']",[],False,"['interesting', 'presentation', 'building', 'iphone', 'app', 'link']"
4322,"Interesting RT @mention @mention to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,['sxsw'],[],False,['interesting']
4323,Interesting RT @mention Google analytics can track offsite links as virtual pg views using Script. #moreknowledge #sxsw #mitharvard,1,"['knowledge', 'sxsw', 'harvard']",[],False,['interesting']
4324,Fascinating talk on health data - from gov't to private. On the verge of something good. (see patientslikeme.com &amp; Google Body). #sxsw #fb,0,"['sxsw', 'fb']",[],False,"['fascinating', 'talk', 'health', 'data', 'govt', 'private', 'verge', 'something', 'good', 'see', 'patientslikemecom', 'google', 'body']"
4325,Interesting talk on web fonts by Google guy #sxsw,0,['sxsw'],[],False,"['interesting', 'talk', 'web', 'font', 'google', 'guy']"
4326,OK visiting that! @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},0,['sxsw'],[],False,"['ok', 'visiting', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', 'launch', 'link']"
4327,Downloading the #SXSW app for my Iphone.,0,['sxsw'],[],False,"['downloading', 'app', 'iphone']"
4328,Well having the iPad has really been the perfect device for #SXSW.,1,['sxsw'],[],False,"['well', 'ipad', 'ha', 'really', 'perfect', 'device']"
4329,Still using the original first-generation iPhone. Wondering if this will get me kicked out of #SXSW,0,['sxsw'],[],False,"['still', 'using', 'original', 'firstgeneration', 'iphone', 'wondering', 'get', 'kicked']"
4330,Interesting tidbit:  apple designed the iPad 2 case before designing the actual device.  #sxsw,1,['sxsw'],[],False,"['interesting', 'tidbit', 'apple', 'designed', 'ipad', 'case', 'designing', 'actual', 'device']"
4331,Who's going to #SXSW?   Apple will have it's own store there....{link}  #AAPL,1,"['sxsw', 'aapl']",[],True,"['whos', 'going', 'apple', 'store', 'link']"
4332,I was going to mock the tech-nerds for coming to #sxsw only to stand in a 4-hour line for an iPad 2. Then I remembered me and horror movies.,-1,['sxsw'],[],False,"['wa', 'going', 'mock', 'technerds', 'coming', 'stand', 'hour', 'line', 'ipad', 'remembered', 'horror', 'movie']"
4333,We're going to need a bigger battery. #sxsw #iphone,0,"['sxsw', 'iphone']",[],False,"['going', 'need', 'bigger', 'battery']"
4334,Interesting to see Yellow Pages #iPad app come up as example of good practice #sxsw,1,"['ipad', 'sxsw']",[],False,"['interesting', 'see', 'yellow', 'page', 'app', 'come', 'example', 'good', 'practice']"
4335,Who's going to the Apple pop-up shop on Congress Avenue on Friday? #SXSW,0,['sxsw'],[],False,"['whos', 'going', 'apple', 'popup', 'shop', 'congress', 'avenue', 'friday']"
4336,Is starting to think my #blackberry is more like the #abacus of phones. Damn u #iphone. #sxsw (I just wanted # abacus),-1,"['blackberry', 'abacus', 'iphone', 'sxsw']",[],False,"['starting', 'think', 'like', 'phone', 'damn', 'u', 'wanted', 'abacus']"
4337,Interesting Tweet Stream from #SXSW #qabg (Follow this one) Q.A. Google &amp; Bing - with @mention &amp; @mention   someone from msn(lol),0,"['sxsw', 'qabg']",[],False,"['interesting', 'tweet', 'stream', 'follow', 'one', 'q', 'google', 'bing', 'someone', 'msn', 'lol']"
4338,Interesting: 13 apps to watch out for in SXSW this year {link} #startups #sxsw #apps #iphone @mention @mention @mention,0,"['startups', 'sxsw', 'apps', 'iphone']",[],False,"['interesting', 'apps', 'watch', 'sxsw', 'year', 'link']"
4339,"Interesting! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",0,['sxsw'],[],False,['interesting']
4340,Interesting. Google will launch circles later today where context is added to search #sxsw {link},0,['sxsw'],[],False,"['interesting', 'google', 'launch', 'circle', 'later', 'today', 'context', 'added', 'search', 'link']"
4341,"Interesting. RT @mention RT @mention Google Circles might launch today at #sxsw, a new social network: {link}",0,['sxsw'],[],False,['interesting']
4342,Interesting.....RT @mention Google Launching Secret New Social Network Called &quot;Circles&quot; {link} #sxsw,0,['sxsw'],[],True,['interesting']
4343,"#iPad Lounge at @mention - Free daily for #sxsw - free coffee, #iPad #Art. Recharge. Refresh    Austin Details {link}",1,"['ipad', 'sxsw', 'ipad', 'art']",[],False,"['lounge', 'free', 'daily', 'free', 'coffee', 'recharge', 'refresh', 'austin', 'detail', 'link']"
4344,"#iPad Lounge: Free daily for #SXSW. Recharge your devices, see  #Art Made on the #iPad show    Austin Details {link}",0,"['ipad', 'sxsw', 'art', 'ipad']",[],False,"['lounge', 'free', 'daily', 'recharge', 'device', 'see', 'made', 'show', 'austin', 'detail', 'link']"
4345,"#iPad Lounge: Recharge, coffee, H2O, iPad Art Show-free, daily for #sxsw 106 E 8th at Congress    Austin Details {link}",0,"['ipad', 'sxsw']",[],False,"['lounge', 'recharge', 'coffee', 'ho', 'ipad', 'art', 'showfree', 'daily', 'e', 'th', 'congress', 'austin', 'detail', 'link']"
4346,Great #longform panel. @mention much web content geared toward workplace reading. IPad/Kindle changed that. #sxsw,0,"['long', 'sxsw']",[],False,"['great', 'panel', 'much', 'web', 'content', 'geared', 'toward', 'workplace', 'reading', 'ipad', 'kindle', 'changed']"
4347,@mention nice @mention  article on @mention  Android/iphone app #sxsw  launch: {link} Coming to VIP launch party?,0,['sxsw'],[],False,"['nice', 'article', 'android', 'iphone', 'app', 'launch', 'link', 'coming', 'vip', 'launch', 'party']"
4348,"@mention Nice #SXSW song @mention  Don  t hack, Write Rails. Under deliver, over sell. Work for Google. {link}",-1,['sxsw'],[],False,"['nice', 'song', 'hack', 'write', 'rail', 'deliver', 'sell', 'work', 'google', 'link']"
4349,@mention Nice meeting you last night! Confession: I just installed @mention on my iPad &amp; really like it. :-) #SXSW,1,['sxsw'],[':-)'],False,"['nice', 'meeting', 'last', 'night', 'confession', 'installed', 'ipad', 'really', 'like']"
4350,@mention Nice move on Apple #SXSW will be center of Apple fanboy-dom for the next week.,1,['sxsw'],[],False,"['nice', 'move', 'apple', 'center', 'apple', 'fanboydom', 'next', 'week']"
4351,@mention nice vid on ipad 2 from #sxsw. Hope it was @mention behind the camera! {link},1,['sxsw'],[],False,"['nice', 'vid', 'ipad', 'hope', 'wa', 'behind', 'camera', 'link']"
4352,@mention nice work on organizing the apple pop-up store - but wish you were here in #austin for #sxsw!,1,"['austin', 'sxsw']",[],False,"['nice', 'work', 'organizing', 'apple', 'popup', 'store', 'wish']"
4353,The most niche product party I've been to yet! Google SketchUp. #SXSW {link},0,['sxsw'],[],False,"['niche', 'product', 'party', 'ive', 'yet', 'google', 'sketchup', 'link']"
4354,"Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!",1,['sxsw'],[],False,"['google', 'denies', 'launch', 'major', 'new', 'social', 'network', 'circle', 'including', 'tim', 'oreily', 'say', 'exists', 'awesome']"
4355,Google denies rumors about launching Circles at SXSW {link} #Facebook #Google #SXSW,0,"['facebook', 'google', 'sxsw']",[],False,"['google', 'denies', 'rumor', 'launching', 'circle', 'sxsw', 'link']"
4356,Apple opening a pop up store in downtown Austin for #SXSW and iPad 2 launch {link},0,['sxsw'],[],False,"['apple', 'opening', 'pop', 'store', 'downtown', 'austin', 'ipad', 'launch', 'link']"
4357,Apple opening a pop up store in downtown Austin for #SXSW and iPad 2 launch {link} via @mention,0,['sxsw'],[],False,"['apple', 'opening', 'pop', 'store', 'downtown', 'austin', 'ipad', 'launch', 'link', 'via']"
4358,"Apple opening a pop-up store for #SXSW. Cool, and another reason I'm #pissedimnotgoingtosxsw. {link}",1,"['sxsw', 'pissed', 'going', 'sxsw']",[],False,"['apple', 'opening', 'popup', 'store', 'cool', 'another', 'reason', 'im', 'link']"
4359,Apple opening a store in downtown ATX for this wknd ONLY.. same time as #SXSW so ppl can buy iPad 2.    @mention {link},1,['sxsw'],[],True,"['apple', 'opening', 'store', 'downtown', 'atx', 'wknd', 'time', 'ppl', 'buy', 'ipad', 'link']"
4360,Apple opening a temp store on 6th and Congress in Downtown Austin for iPad 2 release and SXSW #SXSW,0,['sxsw'],[],False,"['apple', 'opening', 'temp', 'store', 'th', 'congress', 'downtown', 'austin', 'ipad', 'release', 'sxsw']"
4361,Apple opening a temporary 2-week store at #SxSW just to make it easier to get iPad2 for geeks attending the conference {link},0,['sxsw'],[],False,"['apple', 'opening', 'temporary', 'week', 'store', 'make', 'easier', 'get', 'ipad', 'geek', 'attending', 'conference', 'link']"
4362,"Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",1,['sxsw'],[],False,"['apple', 'opening', 'downtown', 'austin', 'pop', 'store']"
4363,Apple Opening Pop-Up Store in Austin (Sixth &amp; Congress) for #SXSW {link} #iPad2,0,"['sxsw', 'ipad2']",[],False,"['apple', 'opening', 'popup', 'store', 'austin', 'sixth', 'congress', 'link']"
4364,Apple opening pop-up store in Austin at Congress and 6th to sell new iPads.  #sxsw  {link},1,['sxsw'],[],False,"['apple', 'opening', 'popup', 'store', 'austin', 'congress', 'th', 'sell', 'new', 'ipads', 'link']"
4365,Apple Opening Pop-Up Store In Austin For  @mention  ۼ via @mention  ۼ {link} #SXSW,0,['sxsw'],[],False,"['apple', 'opening', 'popup', 'store', 'austin', 'via', 'link']"
4366,Apple Opening Pop-Up Store In Austin For #SXSW {link} (via @mention,0,['sxsw'],[],False,"['apple', 'opening', 'popup', 'store', 'austin', 'link', 'via']"
4367,"Apple Opening Pop-Up Store In Austin For SXSW {link} - phew, I was beginning to panic, thanks Steve #SXSW",1,['sxsw'],[],False,"['apple', 'opening', 'popup', 'store', 'austin', 'sxsw', 'link', 'phew', 'wa', 'beginning', 'panic', 'thanks', 'steve']"
4368,Apple Opening Pop-Up Store In Austin For SXSW {link} #Apple #AppleApple #SXSW,0,"['apple', 'appleapple', 'sxsw']",[],False,"['apple', 'opening', 'popup', 'store', 'austin', 'sxsw', 'link']"
4369,Apple Opening Pop-Up Store In Austin For SXSW {link} #sxsw,0,['sxsw'],[],False,"['apple', 'opening', 'popup', 'store', 'austin', 'sxsw', 'link']"
4370,Apple Opening Pop-Up Store In Austin For SXSW ~ {link} &lt;- Ya gotta hand it to Apple... always innovating #apple #sxsw,1,"['apple', 'sxsw']",[],True,"['apple', 'opening', 'popup', 'store', 'austin', 'sxsw', 'link', 'ya', 'gotta', 'hand', 'apple', 'always', 'innovating']"
4371,Apple Opening Pop-Up Store in Austin for SXSW Geekfest [Apple] {link} #Apple #BrianLam #iPad2 #SXSW,0,"['apple', 'brianlam', 'ipad2', 'sxsw']",[],False,"['apple', 'opening', 'popup', 'store', 'austin', 'sxsw', 'geekfest', 'apple', 'link']"
4372,Apple opening temp store Friday at 6th &amp; Congress during #sxsw {link},0,['sxsw'],[],False,"['apple', 'opening', 'temp', 'store', 'friday', 'th', 'congress', 'link']"
4373,Apple Opening Temporary iPad 2 Store to Handle #SXSW Demand {link},0,['sxsw'],[],False,"['apple', 'opening', 'temporary', 'ipad', 'store', 'handle', 'demand', 'link']"
4374,apple opening temporary pop-up store in Austin for #SXSW and iPad 2 launch {link},0,['sxsw'],[],False,"['apple', 'opening', 'temporary', 'popup', 'store', 'austin', 'ipad', 'launch', 'link']"
4375,I'm listening to 'Congo' by Os Ipanemas via the Discovr app on my iPhone {link} Live from #sxsw,0,['sxsw'],[],False,"['im', 'listening', 'congo', 'ipanemas', 'via', 'discovr', 'app', 'iphone', 'link', 'live']"
4376,I'm listening to 'Get By' by Talib Kweli via the Discovr app on my iPhone while I'm on a plane to #sxsw. Love Gogo.  {link},1,['sxsw'],[],False,"['im', 'listening', 'get', 'talib', 'kweli', 'via', 'discovr', 'app', 'iphone', 'im', 'plane', 'love', 'gogo', 'link']"
4377,People lining up for Team Android Awards #sxsw {link},0,['sxsw'],[],False,"['people', 'lining', 'team', 'android', 'award', 'link']"
4378,Apple opening up temporary store in downtown Austin for #sxsw and the iPad 2 launch {link},1,['sxsw'],[],False,"['apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', 'launch', 'link']"
4379,"Great evening w/ @mention   @mention Into Karateka, Castle Wolfenstein, ChopLifter and other Apple // classics. #SXSW #OldSko0l",1,"['sxsw', 'oldsko0l']",[],False,"['great', 'evening', 'w', 'karateka', 'castle', 'wolfenstein', 'choplifter', 'apple', 'classic']"
4380,You'd think #att would do a better job w/ #sxsw coverage.  Glad i have #veriphone #vzw #iphone,0,"['sxsw', 'veriphone', 'vzw', 'iphone']",[],False,"['youd', 'think', 'would', 'better', 'job', 'w', 'coverage', 'glad']"
4381,UGH I think I've effectively broken my #SXSW parties google calendar. TOO MUCH GOING ON #psychedthough,0,"['sxsw', 'psyched', 'though']",[],False,"['ugh', 'think', 'ive', 'effectively', 'broken', 'party', 'google', 'calendar', 'much', 'going']"
4382,Still thinking about how awesome the  #smileyparty was at #SXSW and how they are going to give me an iPad! #please,0,"['smiley', 'party', 'sxsw', 'please']",[],False,"['still', 'thinking', 'awesome', 'wa', 'going', 'give', 'ipad']"
4383,"Also, thanks to Apple for releasing iOS 4.3 just in time for #SXSW. Installed it just before leaving home!",1,['sxsw'],[],False,"['also', 'thanks', 'apple', 'releasing', 'io', 'time', 'installed', 'leaving', 'home']"
4384,30mio downloads of #angrybirds on android #sxsw #nokiaconnects,0,"['angry', 'birds', 'sxsw', 'nokia', 'connects']",[],False,"['mio', 'downloads', 'android']"
4385,Sam has unlocked the TightAssTraveler achievement at #sxsw using Google Maps with Transit instructions.,0,['sxsw'],[],False,"['sam', 'ha', 'unlocked', 'tightasstraveler', 'achievement', 'using', 'google', 'map', 'transit', 'instruction']"
4386,I'm the only one at #sxsw without any apple products,0,['sxsw'],[],False,"['im', 'one', 'without', 'apple', 'product']"
4387,"Like a venn diagram ? &quot;@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw&quot;",0,['sxsw'],[],False,"['like', 'venn', 'diagram', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link']"
