,hashtags,text,emotion
442,['sxsw'],"['ipad', 'soldout', 'st', 'time', 'user']",1.0
443,['sxsw'],"['weve', 'got', 'exciting', 'thing', 'well', 'showing', 'year', 'including', 'drag', 'drop', 'store', 'management', 'iphone']",1.0
444,"['hipster', 'much', 'sxsw']","['talked', 'great', 'developer', 'android', 'meetup', 'looking', 'forward', 'working']",1.0
445,"['sxsw', 'ipad2']","['information', 'morning', 'apple', 'store', 'getting', 'build', 'two', 'week', 'ipad', 'love', 'jealous']",1.0
446,['sxsw'],"['ive', 'seen', 'best', 'ipad', 'case', 'ever', 'im', 'starting', 'transfer', 'bit', 'book', 'fetishism', 'ipads', 'slowly', 'surely']",1.0
447,['sxsw'],"['spotted', 'man', 'need', 'ipad', 'man', 'need', 'go', 'sxsw', 'apple', 'store']",1.0
448,['sxsw'],"['still', 'ipad', 'least', 'popup', 'apple', 'store', 'bought', 'one']",1.0
449,"['h4ckers', 'sxsw']","['apple', 'store', 'austin', 'people', 'taking', 'pic']",1.0
450,['sxsw'],"['oh', 'apple', 'store', 'look', 'home', 'downtown', 'austin', 'apple', 'store', 'sxsw']",1.0
451,"['apple', 'sxsw']","['theyd', 'stupid', 'apple', 'opening', 'temporary', 'store', 'austin', 'ipad', 'launch', 'via']",1.0
452,['sxsw'],"['great', 'new', 'support', 'web', 'font']",1.0
453,['sxsw'],"['sxsw', 'apple', 'school', 'marketing', 'expert']",1.0
454,['sxsw'],"['great', 'talk', 'must', 'one', 'mention', 'apple']",1.0
455,"['ubersocial', 'iphone', 'sxsw']","['read', 'selling', 'ipad', 'release', 'day', 'good', 'lord', 'vortex', 'smugness', 'day', 'may', 'unbearable']",-1.0
456,"['sxsw', 'winwin', 'winning', 'tiger', 'blood']","['bad', 'want', 'go', 'home', 'read', 'google', 'reader', 'feed']",1.0
457,['sxsw'],"['check', 'game', 'iphone', 'android', 'seems', 'pretty', 'cool']",1.0
458,"['ftw', 'sxswi', 'sxsw']","['dangerous', 'iphone', 'apps']",-1.0
459,"['apple', 'sxsw']","['hopefully', 'best', 'thing', 'come', 'fact', 'people', 'flew', 'austin', 'pick', 'ipad']",1.0
460,"['sxsw', 'startup', 'bus']","['first', 'day', 'exhibit', 'hall', 'open', 'stop', 'booth', 'enter', 'win', 'ipad']",1.0
461,['sxsw'],"['check', 'free', 'sxsw', 'sampler', 'itunes']",1.0
462,['sxsw'],"['following', 'google', 'bing', 'qa', 'session', 'great', 'insight', 'webmaster']",1.0
463,['sxsw'],"['like', 'ipoo', 'app', 'iphone', 'ha', 'chan', 'internets', 'bathroom', 'wall']",1.0
464,['sxsw'],"['pdanet', 'awesome', 'app', 'yet', 'android', 'like']",1.0
465,['sxsw'],"['check', 'new', 'app', 'gonna', 'huge', 'next', 'week', 'beyond']",1.0
466,['sxsw'],"['new', 'whrrl', 'app', 'live', 'iphone', 'app', 'store', 'android', 'marketplace', 'get', 'hot', 'time']",1.0
467,['sxsw'],"['used', 'ol', 'ipad', 'help', 'brit', 'find', 'hotel', 'austin']",1.0
468,['sxsw'],"['must', 'one', 'without', 'ipad', 'someone', 'need', 'make', 'case', 'make', 'original', 'ipad', 'look', 'like', 'new', 'nd', 'gen']",1.0
469,"['mind', 'jet', 'ipad', 'sxswi']","['unveiling', 'popup', 'apple', 'store', 'scarborough', 'building']",1.0
470,['sxsw'],"['ipad', 'star', 'gadget', 'sxsw']",1.0
471,"['ces', 'sxsw']","['went', 'whole', 'day', 'w', 'laptop', 'used', 'ipad', 'thing', 'missed', 'ftp', 'cloudapp', 'fast', 'typing', 'skype']",-1.0
472,"['touching', 'stories', 'sxsw']","['exploring', 'world', 'd', 'xml', 'combine', 'google', 'earth', 'w', 'location', 'individual', 'show', 'time', 'cool']",1.0
473,"['disco', 'talk', 'sxsw', 'sloanxsw']","['last', 'year', 'wa', 'single', 'ipad', 'public', 'today', 'theyre', 'common', 'laptop', 'seen', 'android', 'tablet']",1.0
474,"['sxsw', 'cat', 'physics']","['think', 'would', 'app', 'blackberry', 'gave', 'iphone', 'finger', 'guess', 'ill', 'carry', 'around', 'ipad', 'lame']",-1.0
475,['sxsw'],"['theres', 'expectation', 'engagement', 'ipad', 'visual', 'social', 'delving', 'experience']",1.0
476,['sxsw'],"['wow', 'thing', 'insanely', 'thin', 'light', 'hold', 'ipad', 'seriously']",1.0
477,['sxsw'],"['among', 'thing', 'missing', 'googleaclu', 'dance', 'party']",1.0
478,['sxsw'],"['top', 'thing', 'ive', 'loved', 'far']",1.0
479,['sxsw'],"['like', 'think', 'apple', 'decided', 'sell', 'new', 'ipad', 'based', 'suggestion', 'everyone', 'welcome']",1.0
480,['sxsw'],"['anyone', 'think', 'im', 'going', 'walking', 'around', 'old', 'inferior', 'ipad', 'ipad', 'released', 'well', 'wrong']",1.0
481,"['sxsw', 'fail']","['people', 'apple', 'store', 'smell', 'great']",-1.0
482,['sxsw'],"['check', 'new', 'app', 'were', 'using', 'check']",1.0
483,['sxsw'],"['check', 'video', 'get', 'glimpse', 'action', 'wa', 'like', 'ipad', 'could', 'resist']",1.0
484,['sxsw'],"['believe', 'theyre', 'good', 'life', 'would', 'much', 'better', 'ipad']",1.0
485,['sxsw'],"['thousand', 'ipad', 'floating', 'around', 'austin', 'seen', 'even', 'one', 'single', 'android', 'tablet', 'even', 'one', 'zero']",1.0
486,"['trade', 'show', 'sxsw']","['excellent', 'tip', 'going', 'new', 'iphone', 'guide', 'free', 'march', 'hard', 'beat', 'free']",1.0
487,"['sxsw', 'ipad']","['thank', 'letting', 'test', 'drive', 'car', 'apple', 'store', 'let', 'hope', 'fix', 'phone']",-1.0
488,"['ubersocial', 'iphone', 'sxsw']","['way', 'ipad', 'design', 'headache', 'sure', 'bloggable', 'im', 'sure', 'interesting']",1.0
489,['sxsw'],"['way', 'forgot', 'ipad', 'cleveland', 'hopkins', 'airport', 'w', 'others']",1.0
490,['sxsw'],"['listening', 'google', 'q', 'saying', 'see', 'yelp', 'service', 'going', 'die', 'far', 'interesting']",1.0
491,"['paying', 'data', 'sxsw']","['listening', 'googles', 'marissa', 'mayer', 'discus', 'new', 'product', 'including', 'google', 'hotpot', 'watch', 'yelp']",1.0
492,"['ipad2', 'sxsw', 'apple']","['apple', 'set', 'open', 'popup', 'shop', 'core', 'action', 'geek', 'need', 'love']",1.0
493,['sxsw'],"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'theyre', 'going', 'sell', 'ipad']",1.0
494,['sxsw'],"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action']",1.0
495,"['free', 'music', 'sxsw']","['expecting', 'see', 'flood', 'shiny', 'new', 'ipad', 'today', 'line', 'apple', 'store', 'wa', 'around', 'block']",1.0
496,['sxsw'],"['get', 'see', 'google', 'fail', 'social', 'another', 'day', 'okay', 'google', 'circle', 'debuting', 'today']",-1.0
497,"['apple', 'sxsw']","['listening', 'twit', 'live', 'also', 'went', 'boxee', 'keg', 'party', 'google', 'robot', 'event', 'saw', 'tim', 'ferris', 'speak', 'checked', 'ebay', 'hackathon']",1.0
498,['sxsw'],"['im', 'going', 'wait', 'know', 'going', 'better', 'ipad']",1.0
499,"['sxsw', 'couch', 'couchfan', 'loves']","['im', 'fond', 'ipad']",1.0
500,['sxsw'],"['attending', 'tv', 'new', 'medium', 'formula', 'success', 'seeing', 'lot', 'ipad', 'around']",1.0
501,"['iphone', 'app', 'telework', 'sxsw']","['two', 'apple', 'store', 'atx', 'ipad', 'go', 'sale', 'next', 'friday', 'austin', 'apple', 'store', 'going', 'busy']",1.0
502,"['zazzlesxsw', 'sxsw']","['apple', 'ha', 'two', 'austin', 'store', 'week', 'downtown', 'presence', 'change', 'popup', 'store']",1.0
503,['sxsw'],"['know', 'u', 'u', 'selling', 'weve', 'never', 'talked', 'hate', 'product', 'check', 'heyo', 'iphone']",-1.0
504,['sxsw'],"['unloading', 'store', 'corner', 'th', 'congress', 'austin', 'temp', 'store', 'dis', 'awesome']",1.0
505,"['google', 'doodle', 'sxsw']","['apple', 'pop', 'store', 'pop', 'genius', 'bar', 'everywhere']",1.0
506,['sxsw'],"['apple', 'pop', 'store', 'line', 'ridic']",-1.0
507,"['sxsw', 'big', 'brands', 'sxsw']","['trying', 'update', 'software', 'iphone', 'download', 'app', 'far', 'luck', 'wonder', 'phone', 'mexico']",-1.0
508,['sxsw'],"['def', 'could', 'use', 'ipad', 'today', 'tweeting', 'via', 'iphone', 'sorta', 'pretty', 'much', 'sux']",-1.0
509,"['sxswi', 'sxsw']","['brilliant', 'use', 'case', 'kik', 'concierge', 'service', 'great', 'get', 'android', 'iphone', 'add', 'sxsw', 'user', 'ask', 'away']",1.0
510,"['tapworthy', 'sxsw']","['used', 'ipad', 'app', 'example', 'good', 'navigation']",1.0
511,"['sxsw', 'apple', 'ipad2']","['little', 'need', 'parent', 'anymore', 'comment', 'child', 'playing', 'ipad']",1.0
512,['sxsw'],"['took', 'video', 'ipad', 'th', 'street', 'smart', 'cover', 'rad', 'filming', 'huge', 'display', 'nut', 'look', 'great', 'playback']",1.0
513,['sxsw'],"['dense', 'una', 'vuelta', 'por', 'para', 'ver', 'la', 'gran', 'diferencia', 'revolution', 'clumsily', 'translated', 'google']",-1.0
514,['sxsw'],"['wishing', 'wa', 'see', 'rumored', 'demo', 'new', 'social', 'network', 'circle', 'via']",1.0
515,['sxsw'],['better'],-1.0
516,['sxsw'],"['interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news']",1.0
517,['sxsw'],"['interrupt', 'regularly', 'scheduled', 'geek', 'programming', 'big', 'news', 'sound', 'interesting']",1.0
518,"['sxsw', 'fb']","['were', 'giving', 'away', 'ipad', 'creator', 'popular', 'disc', 'interactive', 'create', 'disc', 'share', 'twitter']",1.0
519,"['sxsw', 'woops']","['sxsw', 'weekend', 'ipad', 'release', 'taking', 'part', 'either', 'sadly']",1.0
520,['sxsw'],"['cocky', 'perhaps', 'separate', 'ipad', 'store', 'would', 'good', 'idea', 'guess', 'need', 'extra', 'marketing']",-1.0
521,['sxsw'],"['brilliant', 'winwin']",1.0
522,"['augmented', 'reality', 'sxsw']","['winner', 'awesome', 'got', 'ipad', 'via']",1.0
523,['sxsw'],"['impressed', 'articulate', 'relevant', 'fun', 'austin', 'convention', 'center']",1.0
524,"['sxsw', 'ipad2']","['new', 'app', 'resourceful', 'way', 'get', 'connected']",1.0
525,"['911tweets', 'sxsw']","['disgusted', 'iphones', 'battery', 'life', 'already', 'pm', 'blackberry', 'going', 'strong']",-1.0
526,"['google', 'sxsw']","['wow', 'witnessed', 'homeless', 'guy', 'giving', 'detailed', 'ipad', 'inventory', 'info', 'passerby', 'austin', 'popup', 'store']",1.0
527,['sxsw'],"['ouch', 'google', 'v', 'bing', 'respect', 'bing', 'guy', 'wa', 'invited', 'fill', 'third', 'chair']",1.0
528,['sxsw'],"['yes', 'gowalla', 'win', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'award', 'thanks']",1.0
529,"['tapworthy', 'sxsw']","['thought', 'social', 'get', 'overblown', 'google', 'may', 'announcing', 'circle', 'today']",-1.0
530,['sxsw'],"['check', 'mom', 'ha', 'ipad', 'designing', 'boomer', 'sxsw']",1.0
531,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today']",1.0
532,"['google', 'sxsw', 'pnid']","['classiest', 'fascist', 'company', 'america', 'really', 'elegant']",-1.0
533,['sxsw'],"['mintcom', 'confines', 'coding', 'iphone', 'app', 'luxury', 'worry', 'learning', 'diff', 'phone', 'version']",1.0
534,"['social', 'viewing', 'sxsw']","['got', 'copy', 'today', 'excited', 'thx', 'keeping', 'world', 'enchanted', 'glad']",1.0
535,['sxsw'],"['lack', 'newsworthy', 'announcement', 'unless', 'count', 'google', 'circle']",1.0
536,['sxsw'],"['spread', 'word', 'festival', 'explorer', 'app', 'live', 'free']",1.0
537,['sxsw'],"['new', 'app', 'store', 'includes', 'uberguide']",1.0
538,"['sxsw', 'ipad2']","['new', 'app', 'store', 'includes', 'uberguide', 'cont']",1.0
539,"['ipad', '2', 'apple', 'crazyco', 'sxsw']","['apple', 'outmarkets', 'comer']",1.0
540,"['technology', 'apple', 'sxsw', 'brian_lam', 'tech']","['apple', 'popup', 'ordinance', 'front', 'line', 'admission', 'first', 'step', 'recovery']",1.0
541,"['technology', 'sxsw', 'apple', 'tech']","['apple', 'popup', 'shop', 'cool']",1.0
542,"['sxsw', 'micro', 'formats']","['google', 'people', 'work', 'people', 'rather', 'people', 'work']",1.0
543,['sxsw'],"['lost', 'ipad', 'corrupted', 'iphone', 'crazy', 'hotel', 'good', 'time', 'au', 'austinbergstrom']",-1.0
544,"['sxsw', 'thanks', 'branded', 'shades']","['midday', 'iphone', 'midbattery', 'outlet', 'blocked', 'immobile', 'booth', 'serf', 'purpose', 'taunt']",-1.0
545,['sxsw'],"['im', 'sorry', 'going', 'party', 'iphone', 'forever']",1.0
546,['sxsw'],"['ning', 'mobile', 'roadie', 'thrilled', 'offer', 'unofficial', 'insiders', 'guide', 'iphone', 'fun', 'austin']",1.0
547,"['iphone', 'eventseekr', 'sxsw']","['google', 'people', 'work', 'people', 'rather', 'people', 'work']",1.0
548,"['sxsw', 'google']","['find', 'start', 'impromptu', 'party', 'cant', 'wait', 'til', 'android', 'app', 'come']",1.0
549,['sxsw'],"['pop', 'apple', 'store', 'packed']",1.0
550,['sxsw'],"['oh', 'were', 'check', 'new', 'ipad', 'thing']",1.0
551,"['android', 'smartphones', 'technology', 'mobile', 'sxsw', 'sxswi']","['sweet', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today']",1.0
552,"['sxsw', '2']","['nice', 'move', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'action']",1.0
553,"['sxsw', 'checkins', 'ouch']","['big', 'night', 'come', 'party', 'google', 'tonight', 'band', 'food', 'art', 'interactive', 'map', 'cc']",1.0
554,"['mophie', 'sxsw']","['sxsw', 'novelty', 'ipad', 'news', 'apps', 'fade', 'fast', 'among', 'digital', 'delegate', 'via', 'xipad']",-1.0
555,['sxsw'],"['thank', 'picked', 'book', 'killer', 'photoes', 'iphone']",1.0
556,['sxsw'],"['good', 'work', 'check', 'latest', 'stream', 'apples', 'store', 'ipad', 'come']",1.0
557,['sxsw'],"['good', 'news', 'austin', 'eats', 'bbq', 'iphone', 'available']",1.0
558,['sxsw'],"['bout', 'time', 'new', 'app', 'store', 'includes', 'uberguide', 'sponsored', 'cont']",1.0
559,"['fail', 'sxsw']","['good', 'info', 'improve', 'website', 'ranking', 'advice', 'google', 'bing']",1.0
560,"['sxsw', 'buffalo', 'sxsw']","['oh', 'god', 'rumor', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'ipad', 'launch']",1.0
561,"['sxsw', 'apple']","['true', 'google', 'lost', 'way', 'caring', 'much', 'business', 'v', 'user']",-1.0
562,['sxsw'],"['cool', 'rumor', 'apple', 'open', 'temporary', 'store', 'dt', 'atx', 'ipad', 'launch']",1.0
563,"['android', 'sxsw']","['oh', 'snap', 'party', 'hosted', 'google']",1.0
564,['sxsw'],"['brilliant', 'marketing', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'next', 'world', 'buy']",1.0
565,['sxsw'],"['brilliant', 'ive', 'meeting', 'im', 'line', 'popup', 'apple', 'store', 'ipad', 'love', 'place']",1.0
566,['sxsw'],"['congrats', 'yes', 'gowalla', 'win', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'award', 'thanks']",1.0
567,"['sxsw', 'silly']","['love', 'rumor', 'apple', 'open', 'temporary', 'store', 'dt', 'atx', 'ipad', 'launch']",1.0
568,"['sxsw', 'wj', 'chat']","['well', 'yeah', 'music', 'iphone', 'nerd', 'god', 'cute', 'girl', 'everywhere', 'love', 'interactive', 'end', 'music', 'begin']",1.0
569,['sxsw'],"['shite', 'app', 'new', 'app', 'store', 'includes', 'uberguide', 'sponso', 'cont']",-1.0
570,['sxsw'],"['brilliant', 'setting', 'popup', 'store', 'downtown', 'austin', 'sell', 'ton', 'ipad', 'attendee', 'course']",1.0
571,"['broadcast', 'r', 'bestappever', 'sxsw']","['brilliant', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'theyre', 'going', 'sell', 'ipad']",1.0
572,"['tech4good', 'sxsw']","['well', 'done', 'see', 'tonight', 'wt', 'wrote', 'ipad', 'app']",1.0
573,['sxsw'],"['finally', 'yeaayyy', 'new', 'app', 'store', 'includes', 'uberguide', 'sponsored']",1.0
574,"['sxsw', 'bynd']","['begin', 'story', 'cool', 'sxsw', 'app', 'also', 'apple', 'launching', 'ipad', 'temp', 'store', 'stay', 'tuned', 'love']",1.0
575,['sxsw'],"['wise', 'apple', 'opening', 'temp', 'store', 'austin', 'via']",1.0
576,"['ipad2', 'apple', 'sxsw', 'popup', 'store']","['fyi', 'breaking', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'today', 'via']",1.0
577,['sxsw'],"['brilliant', 'hope', 'plenty', 'ipads', 'apple', 'open', 'popup', 'shop', 'sxsw', 'report']",1.0
578,"['iphone', 'sxsw']","['new', 'wwwdivasanddorkscom', 'best', 'world', 'apple', 'pop', 'store', 'invades', 'sxsw']",1.0
579,"['ipad', 'sxsw', 'apple']","['goodguide', 'iphone', 'app', 'scan', 'barcode', 'rank', 'environmental', 'responsibility', 'companynice', 'pressure']",1.0
580,"['sxsw', 'iphone']","['think', 'im', 'getting', 'ready', 'order', 'ipad', 'would', 'spend', 'attend']",1.0
581,"['sxsw', 'gadgetenvy']","['wow', 'theyre', 'really', 'trying', 'tempt', 'pick', 'ipad', 'tomorrow']",1.0
582,['sxsw'],"['know', 'iphone', 'ha', 'started', 'lying', 'signal', 'strength']",-1.0
583,['sxsw'],"['wow', 'thats', 'dedication', 'well', 'im', 'first', 'line', 'hour', 'go']",1.0
584,['sxsw'],"['worlds', 'largest', 'ipad']",1.0
585,['sxsw'],"['nexus', 'tmobile', 'x', 'useful', 'iphone', 'many', 'ppl', 'iphone']",-1.0
586,['sxsw'],"['google', 'party', 'maggie', 'maes', 'got', 'free', 'glow', 'dark', 'shade']",1.0
587,['sxsw'],"['googles', 'scale', 'tiny', 'change', 'even', 'color', 'blue', 'meaningful', 'theres', 'optimum', 'shade', 'blue', 'link']",1.0
588,"['zazzlesxsw', 'sxsw']","['hey', 'thats', 'u', 'go', 'game', 'launch', 'doityourself', 'iphone', 'scavenger', 'hunt', 'via', 'see']",1.0
589,"['sxsw', 'gitcho', 'cocktail']","['hmm', 'cant', 'get', 'twitter', 'search', 'update', 'hootsuite', 'tweetdeck', 'ipad']",-1.0
590,['sxsw'],"['last', 'day', 'get', 'austin', 'iphone', 'app', 'free']",1.0
591,"['sxsw', 'ipad']","['ceo', 'gowalla', 'tell', 'journey', 'blinksale', 'iconbuffet', 'packrat', 'wa', 'born', 'lightbulb', 'turned']",1.0
592,"['sxsw', 'saying']","['via', 'ipad', 'store', 'sold', 'everything', 'except', 'gig', 'wifi', 'white']",1.0
593,['sxsw'],"['cnnmoney', 'computing', 'device', 'bigger', 'ipad', 'pass', 'mobile', 'space', 'ha', 'buzz']",1.0
594,['sxsw'],"['look', 'everyone', 'zomg', 'got', 'ipad', 'first', 'day']",1.0
595,"['sxsw', 'winning']","['get', 'loaded', 'hoot', 'mobile', 'update', 'iphone', 'blackberry', 'android']",1.0
596,"['hangover', '3', 'sxsw']","['get', 'app', 'yet', 'android', 'version', 'ha', 'schedule']",1.0
597,['sxsw'],"['tried', 'new', 'ipad', 'app', 'beautiful', 'p', 'thanks', 'tvontheradio', 'tix', 'yall', 'rock']",1.0
598,['sxsw'],"['google', 'circle', 'new', 'social', 'medium', 'site', 'wow']",1.0
599,['sxsw'],"['study', 'player', 'tell', 'u', 'petting', 'iphone', 'make', 'happy']",1.0
600,['sxsw'],"['paper', 'phone', 'mean', 'ipad', 'likely', 'useless', 'well']",-1.0
601,['sxsw'],"['google', 'launch', 'major', 'new', 'social', 'network', 'circle', 'possibly', 'today']",1.0
602,['sxsw'],"['buzz', 'make', 'wish', 'android', 'iphone', 'envy']",1.0
603,"['apple', 'ipad2', 'sxsw']","['apple', 'set', 'temporary', 'store', 'ipad', 'anyone', 'cc']",1.0
604,"['sxsw', 'notionink', 'adam', 'sxsw']","['love', 'apple', 'come', 'cool', 'technology', 'ones', 'ever', 'heard', 'go', 'conference']",1.0
605,"['sxsw', 'emc']","['love', 'apple', 'come', 'cool', 'technology', 'ones', 'ever', 'heard', 'go']",1.0
606,"['festival', 'genius', 'notsomuch', 'sxsw']","['agree', 'theyre', 'great', 'iphone', 'apps', 'mealtime', 'via']",1.0
607,['sxsw'],"['yeah', 'detail', 'ipad', 'giveaway', 'coming', 'tonight']",1.0
608,['sxsw'],"['woot', 'first', 'android', 'disc', 'market', 'version', 'coming', 'soon']",1.0
609,['sxsw'],"['yay', 'flipboards', 'next', 'platform', 'iphone', 'ceo', 'say']",1.0
610,['sxsw'],"['score', 'google', 'handing', 'free', 'pi', 'pi', 'day']",1.0
611,"['sxsw', 'techenvy']","['whoa', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today']",1.0
612,['sxsw'],"['cool', 'heard', 'apples', 'popup', 'store', 'downtown', 'austin', 'pic', 'already', 'gowalla']",1.0
613,['sxsw'],"['nice', 'hey', 'apple', 'fan', 'get', 'peek', 'space', 'thats', 'slated', 'popup', 'apple', 'store', 'tomorrow']",1.0
614,['sxsw'],"['im', 'reading', 'book', 'flight', 'guy', 'next', 'reading', 'ipad', 'boom']",1.0
615,['sxsw'],"['haha', 'waited', 'line', 'apple', 'product', 'missing', 'important', 'rite', 'passage']",1.0
616,['sxsw'],"['woo', 'hoo', 'finally', 'back', 'iphone']",1.0
617,"['sxsw', 'ipad2', 'austin', 'apple']","['lot', 'ipad', 'austin', 'bigger', 'thought', 'would']",1.0
618,"['tapworthy', 'sxsw']","['nc', 'buzzing', 'geekdom', 'austin', 'elevate', 'smart', 'apple']",1.0
619,"['apple', 'sxsw']","['yeay', 'new', 'app', 'store', 'includes', 'uberguide', 'sponsored']",1.0
620,['sxsw'],"['saw', 'morning', 'google', 'circle', 'would', 'start', 'rollout', 'holding', 'breath', 'openminded']",1.0
621,['sxsw'],"['want', 'bad', 'would', 'make', 'live', 'blogging', 'ipad', 'much', 'efficient', 'beautiful', 'case', 'beat', 'leather']",1.0
622,"['sxsw', 'ipad2']","['woohoo', 'standing', 'line', 'th', 'time']",1.0
623,['sxsw'],"['woot', 'spilled', 'bean', 'next', 'platform', 'flipboard', 'iphone', 'team', 'started', 'working']",1.0
624,['sxsw'],"['thanks', 'love', 'show', 'u', 'iphone', 'via', 'twitpic', 'well', 'share', 'love']",1.0
625,"['tapworthy', 'sxsw']","['wishing', 'excellent', 'day', 'today', 'ive', 'got', 'ipad', 'envy']",1.0
626,"['apple', 'sxsw', 'sxswi', 'austin']","['wow', 'apple', 'doe', 'right', 'thing', 'japan', 'must', 'read']",1.0
627,"['sxswi', 'sxsw']","['probably', 'know', 'opening', 'popup', 'store', 'austin', 'et']",1.0
628,"['sxsw', 'tapworthy', 'web', 'visions']","['funny', 'yes', 'theres', 'line', 'front', 'allbutconfirmed', 'popup', 'apple', 'store']",1.0
629,['sxsw'],"['nice', 'yes', 'gowalla', 'win', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'award', 'thanks']",1.0
630,['sxsw'],"['customer', 'service', 'apple', 'open', 'temporary', 'store', 'near']",1.0
631,['sxsw'],"['applauds', 'holler', 'gram', 'fun', 'ipad', 'app', 'fun', 'anyone', 'play']",1.0
632,"['sxsw', 'gotta', 'get']","['dealing', 'w', 'white', 'freeze', 'screen', 'far', 'much', 'everyone', 'ha', 'iphone', 'making', 'conversion', 'possibility']",1.0
633,['sxsw'],"['ideally', 'google', 'logo', 'bring', 'people', 'together', 'socially', 'creative', 'lead', 'google', 'doodle', 'team']",1.0
634,['sxsw'],"['ive', 'worked', 'google', 'year', 'ive', 'seen', 'lot', 'evil']",-1.0
635,"['google', 'marissagoogle', 'sxsw']","['omg', 'im', 'gonna', 'miss', 'panel', 'standing', 'line', 'panel', 'playing', 'new', 'ipad', 'itll', 'worth']",1.0
636,['sxsw'],"['ipad', 'arm', 'giant', 'meatpointer', 'hilarious']",1.0
637,['sxsw'],"['mentioned', 'guy', 'kawasaki', 'delightful', 'like', 'apple', 'drumroll', 'congrats']",1.0
638,['sxsw'],"['must', 'see', 'app', 'bizzy']",1.0
639,['sxsw'],"['really', 'great', 'social', 'search', 'probably', 'good', 'idea']",1.0
640,"['apple', 'sxsw', 'austin', 'tech']","['available', 'killing', 'get']",1.0
641,"['sxsw', 'apple']","['app', 'killing']",1.0
642,"['sxsw', 'widfy']","['oh', 'yeah', 'flipboards', 'next', 'platform', 'iphone', 'ceo', 'say', 'via']",1.0
643,['sxsw'],"['free', 'tunage', 'itunes']",1.0
644,"['news', 'app', 'sxsw']","['heard', 'leading', 'market', 'share', 'smart', 'phone', 'u']",1.0
645,"['pnid', 'sxsw', 'enchantment']","['tv', 'thanks', 'google', 'tv', 'watch', 'guy', 'live', 'living']",1.0
646,"['att', 'sxsw']","['fan', 'get', 'really', 'excited', 'unique', 'design', 'klick', 'model', 'strap']",1.0
647,['sxsw'],"['app', 'google', 'map', 'im', 'pretty', 'sure', 'schwag', 'bag', 'waste', 'paper']",1.0
648,['sxsw'],"['blogger', 'orange', 'wodpress', 'blue', 'google', 'owns', 'market']",1.0
649,"['chevy', 'tweet', 'house', 'sxsw']","['first', 'blog', 'post', 'grand', 'opening', 'apple', 'popup', 'store']",1.0
650,"['google', 'doodle', 'gsdm', 'sxsw']","['check', 'holler', 'gram', 'ipad', 'app', 'ti', 'covered', 'awesome', 'sauce']",1.0
651,['sxsw'],"['forget', 'plan', 'schedule', 'plus', 'free', 'iphone', 'app']",1.0
652,['sxsw'],"['gadget', 'lust', 'rubbing', 'think', 'want', 'ipad', 'must', 'escape', 'soon']",1.0
653,['sxsw'],"['ipad', 'rock']",1.0
654,['sxsw'],"['going', 'alot', 'better', 'u', 'ipad', 'carry', 'around']",1.0
655,['sxsw'],"['laptop', 'denotes', 'work', 'denotes', 'fun']",1.0
656,"['holler', 'gram', 'sxsw']","['googles', 'party', 'theme', 'party', 'like', 'maggie', 'maes', 'pic']",1.0
657,['sxsw'],"['enjoying', 'radio', 'station', 'iphone', 'use', 'link', 'plug', 'sound', 'system']",1.0
658,"['sxsw', 'fanboy']","['hanging', 'industry', 'party', 'good', 'crowd']",1.0
659,['sxsw'],"['first', 'survival', 'kit', 'iphone', 'shot', 'im', 'using', 'take', 'picture', 'might', 'ready']",1.0
660,"['sxsw', 'app', 'events', 'networking']","['whos', 'gb', 'ipad', 'g', 'ill', 'paypal', 'right']",1.0
661,"['sxsw', 'nokia', 'connects']","['fear', 'ers', 'confirmed', 'apple', 'store', 'week', 'popup', 'austin']",1.0
662,"['sxsw', 'elonsxsw']","['apple', 'school', 'marketing', 'expert']",1.0
663,['sxsw'],"['apple', 'school', 'marketing', 'expert']",1.0
664,['sxsw'],"['bored', 'try', 'iphone', 'app']",1.0
665,['sxsw'],"['free', 'fluffertrax', 'radio', 'app']",1.0
666,"['sxsw', 'ipad2']","['going', 'come', 'consulting', 'booth', 'chance', 'win', 'ipad']",1.0
667,['sxsw'],"['going', 'new', 'iphone', 'guide', 'free', 'march', 'hard', 'beat', 'free']",1.0
668,"['sxsw', 'mwrc11', 'sxsw']","['ipad', 'design', 'headache', 'avoiding', 'pitfall', 'new', 'design', 'challenge']",-1.0
669,"['holler', 'gram', 'sxsw']","['evernote', 'iphone', 'awesome', 'note', 'photo']",1.0
